,artist,Lyricism,Flexing,Turn-Up,Sex & Romance,words_per_line,unique_words,Unique Word Rate,Syllables Per Line,syllables_per_word,cluster,tsne-2d-one,tsne-2d-two
26,A.L.T.,0.006494,0.0,0.0036630000000000005,0.023683000000000003,21.493745701982768,88.6,0.08503229643512408,5.731516940576243,0.2666245239149085,R&B,5.8937383,-17.758036
27,AJ Tracey,0.036292222222222226,0.011517222222222219,0.007605000000000001,0.009962777777777777,37.526609426288935,265.8333333333333,0.08404144632307273,9.777389568239533,0.26055571257858834,Lyrical (Dense),-1.0199172,13.502867
28,AKA,0.02670466666666667,0.023378666666666666,0.0019960000000000004,0.011591999999999996,33.449510090470895,248.66666666666666,0.0852590047575035,8.97565246677172,0.26863415311573974,Lyrical (Diverse),6.301807,3.284915
29,AMG,0.023148,0.01573,0.000598,0.02351,30.750375606270673,223.6,0.08475668051725642,7.7977083176400726,0.25436494983992525,Lyrical (Diverse),-1.8719698,-4.8953085
30,AZ,0.009285999999999997,0.04399600000000001,0.00487,0.023395999999999997,27.37999990588378,184.4,0.09484493038274688,7.19325717251378,0.2621478403014141,Archetypal,-6.456219,-4.1849933
31,Ab-Soul,0.043427222222222235,0.018835555555555553,0.0046727777777777766,0.0037666666666666664,35.330896925786035,251.61111111111111,0.09602905758700556,9.481746478147265,0.26924274753845717,Lyrical (Dense),11.281381,16.944256
32,Abstract Rude,0.048706666666666655,0.0025566666666666667,0.006190000000000001,0.00426,33.40128666378583,443.3333333333333,0.09903632237618276,8.817538366565836,0.2631763086375203,Lyrical (Dense),0.8159378,20.394466
33,Ace Hood,0.02421793103448275,0.036523103448275855,0.010809999999999998,0.01187103448275862,34.32182181025369,199.0344827586207,0.08910929273128203,9.21395492918227,0.2680055137642907,Archetypal,-10.352599,5.4586453
34,Aceyalone,0.03525,0.00495,0.02794,0.01929,26.78688524590164,168.0,0.10281517747858017,6.868852459016393,0.25642594859241125,Lyrical (Diverse),7.0052123,-8.068034
35,Action Bronson,0.028255500000000006,0.012436,0.005178,0.006854000000000001,34.33756618157985,224.7,0.10985155907623631,9.175038638303407,0.267881809623427,Lyrical (Diverse),5.8478165,6.228649
36,Aesop Rock,0.023368,0.00045799999999999997,0.0021479999999999997,0.0015179999999999998,43.52698563612947,374.4,0.1059401821302876,12.009893322050857,0.2759659311895254,Lyrical (Dense),6.3393126,20.672737
37,Afrika Bambaataa,0.00861,0.0,0.000735,0.00076,21.148597626752967,154.5,0.061313034742027483,6.059523809523809,0.2853557654913145,R&B,12.456404,-16.279535
38,Afroman,0.01767,0.006517500000000001,0.0078125,0.016345,28.451425939819675,231.5,0.07955357563396223,7.8602740194649074,0.2768135522166825,R&B,10.97178,-11.314129
39,Afu-Ra,0.027449166666666663,0.0029616666666666663,0.010231666666666665,0.011516666666666666,34.54731250635913,231.91666666666666,0.09898807865497895,9.28787539134979,0.26876314643628324,Lyrical (Diverse),11.273138,8.791506
40,Agallah,0.030182000000000004,0.009078,0.007154000000000001,0.023166,34.51880416012559,207.6,0.10601168277985047,8.908684262166407,0.25822261049114764,Lyrical (Diverse),2.0953124,3.7268336
41,Ahmad,0.024711666666666663,0.011562916666666668,0.013675833333333337,0.012884583333333333,34.05212415413986,170.45833333333334,0.08841838842561599,9.131277523963286,0.2681676793891483,Lyrical (Diverse),3.5987406,-0.75706047
42,Ak'Sent,0.0325975,0.0031975000000000003,0.006982499999999999,0.0255175,28.770967395967396,222.5,0.08917179254285848,7.757975832975832,0.26968884045048197,Lyrical (Diverse),12.706446,-3.5212886
43,Akala,0.03792666666666667,0.0018766666666666665,0.0034000000000000002,0.009814999999999999,39.363574609854005,334.3333333333333,0.08620550130823475,10.417932275069637,0.2639522615039974,Lyrical (Dense),1.8410981,19.401226
44,Akinyele,0.02838142857142857,0.012732285714285713,0.0035665714285714285,0.005995428571428572,36.50283012500867,275.54285714285714,0.10141473558195861,9.691988386858116,0.2650288936408433,Lyrical (Dense),6.095989,13.61544
45,Akiva Schaffer,0.017845666666666666,0.004435333333333334,0.00997333333333333,0.011472333333333336,28.629527005696886,164.2,0.09702355549697923,7.572664462660572,0.26477494898302917,Lyrical (Diverse),6.3628774,-12.311891
46,Akon,0.016749999999999998,0.0243475,0.00755,0.018575,28.56304004109201,145.0,0.07697592269371387,7.589244255384471,0.2663059791619168,R&B,2.1287408,-9.2113905
47,Akrobatik,0.026727714285714285,0.014516857142857137,0.007986857142857143,0.005050571428571429,43.69045902583385,351.1142857142857,0.10018816961468306,11.238208344878906,0.25730743207025664,Lyrical (Dense),4.3911023,19.657017
48,Alex Wiley,0.023390000000000005,0.019784000000000003,0.0083036,0.0152268,28.566294404531405,145.76,0.09233221462632772,7.561942320177406,0.2644985096209228,Lyrical (Diverse),2.0666153,-8.057881
49,Ali Jones,0.032662000000000004,0.016186,0.00241,0.009144,34.86218919009617,268.4,0.10068991875295097,9.028189681678054,0.25905202582683473,Lyrical (Diverse),4.1337085,10.709982
50,Ali Vegas,0.03286222222222222,0.021475555555555557,0.00043777777777777776,0.0018999999999999998,36.686435127529535,287.55555555555554,0.11033939900182199,9.507203874362338,0.25886762805199354,Lyrical (Dense),3.2986166,12.421413
51,Aloe Blacc,0.000725,0.0,0.06328,0.06511499999999999,28.22826086956522,111.0,0.06608730841421777,7.167337627482555,0.2539506782904356,Club & Trap,-5.6807766,-17.872295
52,Amil,0.03426571428571429,0.030014285714285712,0.0066271428571428575,0.009251428571428572,32.27294787578523,267.14285714285717,0.10012266617492693,8.196715370385713,0.25378637126503273,Lyrical (Diverse),-1.823809,5.142869
53,Aminé,0.022492222222222222,0.019451666666666662,0.01513888888888889,0.03229305555555555,29.237459870784473,163.08333333333334,0.0804066308797445,7.7284142549148775,0.2644514679940033,R&B,4.8018527,-9.497339
54,Amir Obè,0.023494210526315795,0.012978947368421053,0.014779736842105267,0.017795526315789477,29.05482839815879,139.47368421052633,0.0820484607575014,7.614010842807035,0.2624049742852146,R&B,3.013958,-8.252952
55,Ampichino,0.0283747619047619,0.02342714285714285,0.001093809523809524,0.00860142857142857,32.52230811191911,188.52380952380952,0.11120861943924887,8.468009052968492,0.26052911962597103,Lyrical (Diverse),2.7299778,6.9122996
56,Anderson .Paak,0.019123846153846154,0.013668461538461537,0.007621538461538462,0.022657692307692306,32.05840599524507,186.6153846153846,0.08566623370043651,8.581403834160788,0.26737709522501596,Lyrical (Diverse),3.7420075,-4.903124
57,Andre Nickatina,0.03337769230769231,0.01212769230769231,0.0031853846153846155,0.011195384615384614,33.15710568583252,260.9230769230769,0.10136098010136751,8.766457059498931,0.2641605680033602,Lyrical (Diverse),5.2643976,8.910637
58,André 3000,0.0323175,0.0059025,0.0010425,0.0183925,30.148617108643638,230.5,0.0996970736349171,7.950635244322647,0.2634881633389689,Lyrical (Diverse),11.811196,0.51899457
59,Andy Mineo,0.039482500000000004,0.0008958333333333334,0.013072916666666668,0.020352499999999996,33.00679870763083,216.75,0.08319519103169085,8.840372074818879,0.26750922347943984,Lyrical (Diverse),13.822124,0.20375432
60,Angel Haze,0.034292,0.012894999999999998,0.011876333333333332,0.03065933333333333,34.91525122932225,224.36666666666667,0.0832369617735745,9.293595045173449,0.2656274763157785,Lyrical (Diverse),9.798686,-0.97065556
61,Angie Martinez,0.03243,0.013460769230769231,0.010250769230769232,0.02279846153846154,32.304195624559505,240.69230769230768,0.09064368240851503,8.546276316125827,0.2646020657916726,Lyrical (Diverse),11.274646,-1.2866917
62,Anotha Level,0.034098750000000004,0.0073549999999999996,0.0120025,0.00379875,25.868742405306204,270.75,0.10140753455741286,6.773019557773743,0.26180026524502364,Lyrical (Diverse),4.936927,-3.4298077
63,Ant Banks,0.017570000000000002,0.0173,0.00045,0.00246,32.84166666666667,211.0,0.10326241902596583,8.641111111111112,0.26281961060286185,Lyrical (Diverse),2.265714,5.9324517
64,Anthony Parker,0.029152499999999998,0.0037525,0.0206525,0.052345,25.95726713762428,129.75,0.0886808118881747,6.981964067678353,0.26979121036362214,R&B,1.6237531,-19.243372
65,Antoinette,0.03873,0.00295,0.00145,0.0061,30.69158878504673,305.0,0.09287454323995128,7.813084112149533,0.2545676004872107,Lyrical (Diverse),3.5290432,9.273661
66,Anybody Killa,0.03379888888888889,0.005226666666666668,0.0013733333333333332,0.0057911111111111115,32.209381021394265,179.22222222222223,0.09228251813847156,8.479632376536015,0.2624285249810238,Lyrical (Diverse),11.236663,3.7998662
67,Apathy,0.03220052631578947,0.008061052631578948,0.0009989473684210526,0.0025800000000000003,37.91293378636649,267.7368421052632,0.10392173684272175,10.116237803772503,0.26695963079968665,Lyrical (Dense),7.472805,15.911471
68,Arabian Prince,0.0394975,0.01875,0.006385,0.0111675,30.640416449444103,207.5,0.09229289874595331,8.172818525512549,0.2666821441801292,Lyrical (Diverse),11.114688,1.8354841
69,Arizona Zervas,0.02919194444444445,0.008965833333333333,0.04707055555555557,0.020791666666666667,31.79996517971442,149.27777777777777,0.0704587595458746,8.163033273167379,0.25663745263231064,Club & Trap,-9.201937,-12.349296
70,Asher Roth,0.03195730769230769,0.003626923076923077,0.00959230769230769,0.014973461538461536,35.840536601810044,211.07692307692307,0.1036330009664496,9.452858513408422,0.2630588601219603,Lyrical (Diverse),9.553774,10.053393
